,0,1,2,3
2023-01-26,0.0,0.0,0.0,0.0
2023-01-27,0.0,0.0,0.0,0.025240651709401707
2023-01-28,0.0,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.0,0.0
2023-01-30,0.0,0.0,0.0,0.0
2023-01-31,0.0,0.2172261159631247,0.1034291699814373,0.006554166666666666
2023-02-01,0.0,0.0,0.0,0.0
2023-02-02,0.0,0.0,0.0,0.0
2023-02-03,0.0,0.0,0.08211350295488126,0.0
2023-02-04,0.0,0.0,0.08211350295488126,0.0
2023-02-05,0.0,0.0,0.08211350295488126,0.0
2023-02-06,0.0,0.0,0.10993320074250865,0.11856319444444442
2023-02-07,0.0,0.04210635613779719,0.10993320074250865,0.11856319444444442
2023-02-08,0.0,0.0007661572052401747,0.0,0.0
2023-02-09,0.0,0.0,0.0,0.0
2023-02-10,0.047785651214128026,0.0,0.0,0.0
2023-02-11,0.047785651214128026,0.0,0.0,0.0
2023-02-12,0.0,0.0,0.0,0.0
2023-02-13,0.0,0.0,0.0,0.0
2023-02-14,0.0,0.0,0.0,0.0
2023-02-15,0.0,0.0,0.0,0.0
2023-02-16,0.0,0.0,0.0,0.0
2023-02-17,0.0,0.0,0.0,0.0
